,operand1,operand2,result,target
5161,84,56,574963160960863974930849547429534833696074031381500767474884369606690548344519012015038423181171376957423616,pow
5162,6,11,362797056,pow
5163,58,55,9739566920238603877587662188175995858447567212244748406177138578482959518713328307014411833311232,pow
5164,6,42,481229803398374426442198455156736,pow
5165,68,51,2870480150301748886230244902271867043751994892996058102141915722335675333962798722667545362432,pow
5166,29,62,4663112248485922918673633742761902878401958560205693988847689746623602096211011040097410041,pow
5167,52,68,487783793813736069538757918860598853814034838672939468610202782424345781737899584643857549853048025237417157833261056,pow
5168,36,35,2955204414547681244658707659790455381671329323051646976,pow
5169,25,67,4591774807899560578002877098524397178979162331140966880893561352650067419745028018951416015625,pow
5170,75,67,425700977336409981595851319573584822385163536958161454461712937866189818804950044275718645803152639928157441318035125732421875,pow
5171,17,59,3948992976476546055807962117305548095339102740462421587418915544041816753,pow
5172,81,92,38073406599130282633302067666032427269922015946622636459308909561177390001581582920262302805018319570744656114541293547202282156965623588674248874969447672917156048910966957761,pow
5173,30,19,11622614670000000000000000000,pow
5174,61,87,210715093862115601133853606322422764689988939375035374131718277937736628212866627929873904817933461107299725855428852854890440388775779835523545877454792821,pow
5175,79,83,31845537034415137624119021283337811208099206181898555466371434704796704757220306532336594014435240906196161080297317837669337263086889172464100529930566899439,pow
5176,47,4,4879681,pow
5177,95,4,81450625,pow
5178,95,31,20390682574579068859408986143361463093287311494350433349609375,pow
5179,24,30,254880876153761202627773829926908776677376,pow
5180,85,35,33858085706184430684754899233631537872962051187641918659210205078125,pow
5181,64,28,374144419156711147060143317175368453031918731001856,pow
5182,101,71,20268310020793375501034836572791632673686434693919426470793529478128716651166439004708116081772977913512286699116324101441468819795310679857101,pow
5183,6,46,623673825204293256669089197883129856,pow
5184,24,98,1822643317925658934064760221228879399548532807153442083672433499392953201237757075081911945383404987345280986122136060459050031095218176,pow
5185,88,51,1474403250472503354815941462413219752576026955133218404950812538755897821475641038656653343863078912,pow
5186,95,49,8099471081759297818346776746930009699492536551830435520066277259587650405592285096645355224609375,pow
5187,47,17,26647936506962193439322192687,pow
5188,99,21,809727868221258562180306673938892827902099,pow
5189,13,72,159926843683421236926752957776002771153245608592522254377939889030122675218030881,pow
5190,58,6,38068692544,pow
5191,10,64,10000000000000000000000000000000000000000000000000000000000000000,pow
5192,19,58,147132581620420448213882032847979675383852886669516818427458744956737812041,pow
5193,78,42,29374691416157987934755503623040675099972169240528969840650064325530588528246784,pow
5194,0,52,0,pow
5195,7,23,27368747340080916343,pow
5196,11,64,4457915684525902395869512133369841539490161434991526715513934826241,pow
5197,31,89,5385062538283226489167561704410696312791181854854446976604708192222652329669371599080813864391442828927762986545482286267995679415071,pow
5198,53,58,10185924126297818456438553970135210099852778068143084014988759549214110306466837944528903324518868889,pow
5199,14,84,1882586746772996407257478912736316766405849393410329879638868969421284698132451481401004409225216,pow
5200,32,44,1684996666696914987166688442938726917102321526408785780068975640576,pow
5201,85,30,7630759594789487828085199956588650912977755069732666015625,pow
5202,7,11,1977326743,pow
5203,46,74,1106826489355602827416203109214510602213743943378573461504577703371812893957187560213806864591175717593146563443194232569856,pow
5204,73,87,1285549579028434284793552783301809575518133250653483603165472549253603651088709725043863294978249353489902698450106305655623984504965408456045362614382948586592697,pow
5205,11,15,4177248169415651,pow
5206,79,86,15701091733911005039058018134515591100230024516717081888584305795418262516795142712396701976283136741150049062868709289366652374855096750702527661176436773532505121,pow
5207,99,68,5048858887870699519058238006143033674169986629045355552459929753679480996630519491902241643176369509077253751637938942638784108406773201,pow
5208,45,62,3156282403256607805684925585236596909957869140781739911908961894460023955844008014537394046783447265625,pow
5209,95,18,397214318458218542224277496337890625,pow
5210,29,56,7839491297426657080705875253942679356383134413463412253884527413516798034573044321,pow
5211,101,8,10828567056280801,pow
5212,2,62,4611686018427387904,pow
5213,27,101,3696069934581886151765802739316384531094519781884110784729965132115962923792475068032605566203601417482763079896145839155964843784673785913282027,pow
5214,52,19,401849589537367334833159130841088,pow
5215,72,24,376686377243952195401306999861472444605792256,pow
5216,30,10,590490000000000,pow
5217,55,25,32289939950073874605247453153133392333984375,pow
5218,8,87,3705346855594118253554271520278013051304639509300498049262642688253220148477952,pow
5219,12,62,8114042066856017096132973186621192079364039587244176589984832159744,pow
5220,26,65,94030255916461724219498599148081692997635349288323463430652507724653428878751010281148645376,pow
5221,18,71,133152051575796442972653618302443303963583665752656636509005242698660698189153753190367232,pow
5222,12,18,26623333280885243904,pow
5223,76,91,1425728718016825281280365621407821364308456237399573466847805238256833397017162037977701541838148949618309241576073684863480418555160191895094506467275363488931838821400576,pow
5224,64,46,121416805764108066932466369176469931665150427440758720078238275608681517825325531136,pow
5225,50,5,312500000,pow
5226,28,24,53925322641043729927915335168557056,pow
5227,61,45,218696874051543912919181575630682467401306173379573050653039350045314568402206701,pow
5228,97,14,6528362774606076144776040769,pow
5229,20,44,1759218604441600000000000000000000000000000000000000000000,pow
5230,68,9,31087100296429568,pow
5231,86,64,6425410513917149104353439302702059376776707755366660164798074133367507313730350938274282327014132108011097996836551750844416,pow
5232,61,94,662223351676656394238356325966369375625547378198620507025913081215844726207474547142558923936433621220827443420166293260369085006662836136569173492234378515488531005241,pow
5233,1,48,1,pow
5234,60,43,28873788203902465586531907309404160000000000000000000000000000000000000000000,pow
5235,33,30,3592677187515959257578986279730209409225510849,pow
5236,51,34,11412636563310020535312676286442850798092856895120599404201,pow
5237,42,50,1453665622146771666761099934493492006225419233517791732362319211631615699398426624,pow
5238,48,34,1452787420757273497552049712766646363137318822063619702784,pow
5239,80,23,59029581035870565171200000000000000000000000,pow
5240,24,69,171623074631251832576002218004035689357214598297812189075646963680711774217338074238742350004224,pow
5241,54,15,96806918768257718637133824,pow
5242,80,35,4056481920730334084789450257203200000000000000000000000000000000000,pow
5243,81,101,5714614078010819382709605997650718493537143918635772576792569079950228929678217666682923180885217866810551139120853828861221313238817789902225751840817355819264783111224585368587905950061128081,pow
5244,8,51,11417981541647679048466287755595961091061972992,pow
5245,89,54,1849525650653645408362585453187986038939257769328072133199080834310193740907013209011411554833213223580241,pow
5246,57,65,1354770148615644774210167463122940660687183155677832303711524810977714625448620945786738883809961064158019867072057,pow
5247,71,72,19525452517325774143677819440534938753158017851260651917776532705990132325863816277764980388233091203599559891677844616203324229749441,pow
5248,12,14,1283918464548864,pow
5249,31,54,341610701384708089761613804056805858432733249813267074598256780043224055312307521,pow
5250,45,52,92693806362327086509796617599422237285524038346198327786851223208941519260406494140625,pow
5251,13,97,1128509381413733515480688613898436566335354787380492102782061492674628447809729431114376724142003723346459533,pow
5252,64,73,709803441694928604052074031140629428079727891296209043243642772637343054798240159498233447962659731992932150006119314388217384402944,pow
5253,43,78,25735910359387585002295701693969486891195994350511160707660092423463913578953092017171892758832725491451289851584629821803624649,pow
5254,96,11,6382393305518410039296,pow
5255,92,43,2772532054073945309530203294767414737921625974485075197983000087643099687375536652288,pow
5256,15,74,1073379187320315045792335242189643513920552079544956658452292685979045927524566650390625,pow
5257,86,84,3146805528259979692415260012880188985816937747511890266304209452355934754256356758691412172134861079895588591451534502582279439019731535611965694403441693468655616,pow
5258,60,58,13576021661302571524811875631604056629350236160000000000000000000000000000000000000000000000000000000000,pow
5259,25,63,11754943508222875079687365372222456778186655567720875215087517062784172594547271728515625,pow
5260,15,44,5597774487475881147025802420102991163730621337890625,pow
5261,42,84,22539298408229739998969300776759130257080980854275852333895157904893661197944366624126022728932809301985081175336480346256876428482052096,pow
5262,91,67,180207675822628047748493527870142792988889213856540797424184203245269892237647600676545312530038705306545093201571470750138824660131,pow
5263,68,80,398761312238159429142717186958090798099892249458566464060202677662894125402346643847280136524184036716138728625021278892773351082485276213432549376,pow
5264,83,42,399282135658682469334331901689876886678820965774126540592961885129481494196023689,pow
5265,0,82,0,pow
5266,13,93,39512250320847782482430188505249695960763096088389485759674433411807305339789553275948906695914138977853,pow
5267,37,86,733412436040706635406063989193958044980014271118023772256074700342547655564329149230724105801874820484327568339188376675741265125091209,pow
5268,58,93,99724852206674947703975312752697064007718228363521544653979061484613329047494182153970837343123429935635429563796303897820405006304972034483023111187333394609471488,pow
5269,71,66,152423179088090119235308946388630531981176793314319417040541195460525963917811200381663987711257113472042512067882714995121,pow
5270,1,37,1,pow
5271,71,72,19525452517325774143677819440534938753158017851260651917776532705990132325863816277764980388233091203599559891677844616203324229749441,pow
5272,77,74,39839480142303400585012123801689975637702867663864493106694012787530405880562049681065151303245495263348486246186735384710861078328764936009,pow
5273,57,82,958822386048019567325429693902039904928902859949509826919709627439610633004869081227991871617536514820722905016434236700366926332518390088883249,pow
5274,33,6,1291467969,pow
5275,34,88,589039880983131475820427417860952575952830598277612075514006330720879883703560109142438030911578045094528349290333382935585099765252096,pow
5276,21,21,5842587018385982521381124421,pow
5277,99,38,6825545950103872196085487182978392117798513181459435971735650068953071026201,pow
5278,101,49,162834833845928900982368435879636604233842818238895835565101256432643654239867618721306046035764901,pow
5279,10,52,10000000000000000000000000000000000000000000000000000,pow
5280,40,70,13937965749081639463459823920405225941237760000000000000000000000000000000000000000000000000000000000000000000000,pow
5281,101,48,1612226077682464366162063721580560437958839784543523124406943132996471824157105135854515307284801,pow
5282,49,48,1347137238494276547832006567721872890819326613454654477690085519113574118965817601,pow
5283,57,59,39501763514445261898799524344952090774712393758293570698341601014549873717988991396323940673076130497193,pow
5284,94,53,376509761897166935547586458752941078268656599047311084877899604026998381774201468229403888648882785091584,pow
5285,28,70,200014828410820305450897494522855992552806290155436191575073655979002936654540258577836152836245684224,pow
5286,69,48,18397395950801915076652060908664927981851936172673385761641096101224912899721670333995841,pow
5287,42,83,536649962100708095213554780399026910882880496530377436521313283449849076141532538669667207831733554809168599412773341577544676868620288,pow
5288,6,8,1679616,pow
5289,34,35,399725722782532944388077717044552088857010024925364224,pow
5290,80,66,401734511064747568885490523085290650630550748445698208825344000000000000000000000000000000000000000000000000000000000000000000,pow
5291,30,76,18248003631400731273590519778565839210000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5292,34,94,909951409342855925355993498119076813298508115919177128188962449549571707750826091524680243158550269590674531420897476071110905661162001254055936,pow
5293,55,99,19765429681621893835457042088459510371932765548993434418053761525690539011882682622906981207826785692475389938391234204974146446468462323675652214660658501088619232177734375,pow
5294,23,57,415419284132315712417280030850401847268465234537470378097327641202361494857303,pow
5295,70,15,4747561509943000000000000000,pow
5296,47,22,6111571184724799803076702357055363809,pow
5297,76,84,97351299160235695931200388649668139852282319047531784906794091726592000485162188262825756058450946675165979736176281122090366552386999177850813348901264818176,pow
5298,68,37,63508195077421053770077564455253539330572856111128426096367729901568,pow
5299,99,12,886384871716129280658801,pow
5300,81,48,40483766022843281411184472189571654752207506882090305742200116101065766026718820758174775041,pow
5301,77,90,60836646375089738827772895325058963868619710608275993919909664595969806866127678816330005053990641328942444787650477361759718397342524668625684026885445410310461256595849,pow
5302,71,84,320406481176762434296844511827296214799617040180644462756255131909695240832141291234461515982282471611566291530130430275068104648622604029088756962445709281,pow
5303,79,93,301522336641360344179549405229985141570196973468520049998040016903489553796260720795917866370378764157867201914608143061286054567227330666317633148741439384828775503254585620239,pow
5304,22,87,617693784826781208103305209674415984584107612553028219909543618275545250274852308867934100593113681065193069701234688,pow
5305,64,32,6277101735386680763835789423207666416102355444464034512896,pow
5306,33,75,773651711865964174818792963493085642882150551430806705203937829002505612648768499625364729024706290001902587209057,pow
5307,89,74,1798293157205939168207840443797565415362028837872300807414091771559857213440788397430666536631176977869692401436535612050865225917808279359435441,pow
5308,81,1,81,pow
5309,70,100,32344765096247579913446477691002168108572031989046254009338953313916914596369280600010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5310,101,61,183486366554973116763884657407437515633214649211871000680539372023819998622693154425996806270204391938065312915691508306101,pow
5311,67,5,1350125107,pow
5312,51,44,1358587918760064140186710636354549504796960827792287401922744948852601617201,pow
5313,99,60,547156642390761476194741370840006174593084288894372625927973260005098646976716330666955874608367161577767293609297694001,pow
5314,97,89,664789803572498586825502410582359801023770261890679785101022875798429575988640457610851193604419993387275579219504245060733735081249274631143736676904478174979536190079359832417,pow
5315,31,78,211939604260387020060882635862992625027598611689404084264235900910802766352002841610068235473802455155738905603007041,pow
5316,0,84,0,pow
5317,95,2,9025,pow
5318,34,35,399725722782532944388077717044552088857010024925364224,pow
5319,44,72,21310454242428111362078694896840875138815010730657229512668897718931836780325673897067044224728260259620732354781249536,pow
5320,4,62,21267647932558653966460912964485513216,pow
5321,40,40,12089258196146291747061760000000000000000000000000000000000000000,pow
5322,27,78,4429692754456178336783573163941511542801609124865708991796231237006094959798985924070291617478620287394759702569,pow
5323,70,54,4318114567396436564035293097707728087552248849000000000000000000000000000000000000000000000000000000,pow
5324,69,81,88465991582170118419875824276436366895198751160582372493662503150131791360444618715785879888409380303733751811294826277413917994509230074860064689669,pow
5325,70,79,57908879424491981188665523012880962572678888930017262494560649211430000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5326,45,20,1159445329576199417209625244140625,pow
5327,46,89,9670457478596417634875968147335522259235175612203691881056316268778885197255813979675255701605462883485795701450732339062526080650899504517041094656,pow
5328,24,5,7962624,pow
5329,19,13,42052983462257059,pow
5330,41,94,39965249782833813508113071020765651926799333922016273623364319809664186638025903834941050841075390078302356695563369875448125952671204400690259903573361,pow
5331,81,21,11972515182562019788602740026717047105681,pow
5332,18,65,3914829314772137304889372077005117453171649867784495259969040621944060411608301568,pow
5333,16,38,5708990770823839524233143877797980545530986496,pow
5334,24,34,84563357566790276763032290197830086290913099776,pow
5335,46,89,9670457478596417634875968147335522259235175612203691881056316268778885197255813979675255701605462883485795701450732339062526080650899504517041094656,pow
5336,27,61,2056788397238392593160822648456620167261469637864670311548042275113842708261892026529227,pow
5337,90,95,449819622476036460124271913217462830580083409801003397135556845567397400296875786201941944900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5338,46,16,401906756202069927458308096,pow
5339,12,39,1224809639974238708818962962512535510581248,pow
5340,36,85,1930690080273624027887151037818827531499100120302505680593720304039680910700934264223011457738428313590475553612056275894398642814976,pow
5341,52,50,63120027838066631647292128214312712563372175405316554243473759518468950390233444122624,pow
5342,1,46,1,pow
5343,20,97,1584563250285286751870879006720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5344,37,17,456487940826035155404146917,pow
5345,80,24,4722366482869645213696000000000000000000000000,pow
5346,69,31,1010001021111797636726605406693246154630898595236863558669,pow
5347,22,86,28076990219399145822877509530655272026550346025137646359524709921615693194311468584906095481505167321145139531874304,pow
5348,40,24,281474976710656000000000000000000000000,pow
5349,6,45,103945637534048876111514866313854976,pow
5350,83,22,1658509762573818415340429240403156732495289,pow
5351,27,45,25785133671514281396116148947909178321838248752307264505595053707,pow
5352,84,28,758263253073010241157973569975696406218966848080183296,pow
5353,33,38,5052772159080282314587314300592860921494427631109444796609,pow
5354,29,98,206539819953120274082671951780133190199874283596796371019530391490632157734921141966651214634680466646795975771471803500384310069578565777282761,pow
5355,59,89,40348652567413872127735881816334341234605682000055704913774068089409577275076987788364320610942716931267361565319605418282649582007448319855547952616453971739,pow
5356,10,36,1000000000000000000000000000000000000,pow
5357,41,56,2069645560856860807972707755125044585630976917310816951066546233258071643497185941053346241,pow
5358,13,68,5599483340338967015396973417457468966536382080197551009346307518298472575121,pow
5359,91,67,180207675822628047748493527870142792988889213856540797424184203245269892237647600676545312530038705306545093201571470750138824660131,pow
5360,29,94,292019466029937569484648890299800489762731196789955295023520201292883815251535304874089951002049350465792203906893870329309440052226153081,pow
5361,100,51,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5362,23,83,105538371720631587838664695787778019278984435279285163393423358906330493956455337586901967235952160377942961685767,pow
5363,101,93,2522828693323003301913973383716682575994766918499860052130368540388015091586885556301237785289397989713464867517583514222249599844129936497499821942909914051662563702582739888933308789301,pow
5364,89,35,169297378219979727236948357540552796834334154177729399042072163688649,pow
5365,84,10,17490122876598091776,pow
5366,100,3,1000000,pow
5367,31,87,5603603057526770540236796778783242781260334916601921931950788961730127294140865347638724104465601278801002067164913929519246284511,pow
5368,63,87,3488412246473619430340157261254501172073349340169392041581403368795460790128256789392232814569022104024451931555035817937508252526173496255204739146464773567,pow
5369,82,28,386178300305213100395746503275773130121304709294718976,pow
5370,87,67,8867269855533143051625311776832732730894669590368090322832177661267309132939171590682914436507699509507173695058980240938922342983,pow
5371,42,81,304223334524210938329679580725071944944943592137402174898703675425084510284315498112056240267422650118576303521980352368222605934592,pow
5372,30,28,228767924549610000000000000000000000000000,pow
5373,78,95,561031512278819431146795040598417437044790282491383256233876686095187065810146745730996293474876084971026983150796029114532335447326079959019111074361373204831340840605593718751232,pow
5374,50,43,11368683772161602973937988281250000000000000000000000000000000000000000000,pow
5375,4,55,1298074214633706907132624082305024,pow
5376,35,19,217416671473944530487060546875,pow
5377,25,26,2220446049250313080847263336181640625,pow
5378,1,61,1,pow
5379,77,80,8303439272767327164686621823668951762902457243083232872874699963423288654082944255575862191297326313054667351265520589222272727033914246394803560724801,pow
5380,31,42,433701716541192355457229753999917360820651622584523552060436161,pow
5381,19,65,131517656596604663956102176642678715072020072327450916777499793705236707816143809299,pow
5382,3,36,150094635296999121,pow
5383,74,95,3775838187392955006454982045559810329840054525767733719975133882810633599545146534032278613605597348559205126404639613172988668361320330529207546661612762809763926621913165594624,pow
5384,71,8,645753531245761,pow
5385,70,47,524333831675630363446145871886195145554300000000000000000000000000000000000000000000000,pow
5386,43,84,162686032778208990102858628859785420567496242104134005559503199497609643882923419981647276367075859293620549051195773051892887390454194801,pow
5387,25,25,88817841970012523233890533447265625,pow
5388,26,81,4100541255028480090859025036114684248138311212746959682913884801288203877480821967992945808043646919726928049995776,pow
5389,73,52,7812476540858917843486449171362654978861677663730366674935437485740094301866404261665861102053921,pow
5390,10,56,100000000000000000000000000000000000000000000000000000000,pow
5391,49,86,22743792394229783703324968302948048914802297906725751125690494748022168763393663766122202934319824761844480012849410006555553109314693743185383201,pow
5392,100,27,1000000000000000000000000000000000000000000000000000000,pow
5393,54,42,5761531127488373687075055789072009447432815098151005727227883018011017216,pow
5394,56,11,16985107389382393856,pow
5395,43,37,2743676202836339817998607295116618788953227631494020832195643,pow
5396,21,49,61481639764319953637450308364125174597813772519580348785420823381,pow
5397,98,70,24312258149766184707062152979026828906088773921114802665612443069596010252832637655615146809925682299260261626431579756565607565291551719424,pow
5398,52,47,448907799257984123572571462607481171507824415433805716911368908728301024054345728,pow
5399,57,14,3821624208892275481335249,pow
5400,55,19,1166517075508395124263763427734375,pow
5401,3,95,2120895147045314119491609587512844743630072107,pow
5402,76,82,16854449300594822702770150389485481276364667425126694062810611448509695374854949491486453611227656972847295660695339529447778142726281021096054942676811776,pow
5403,83,91,4326198139644405790912014132940477580328162995638817302362163092891190026237806862548301913437174254655149014450164731496284404520363118936717036315910892051091623212943857067,pow
5404,68,15,3073503348387795563479826432,pow
5405,19,52,3127427491907749548018497790443751608857168317658177523074947729361,pow
5406,19,8,16983563041,pow
5407,56,6,30840979456,pow
5408,83,59,168115381390658227287212728155451277388436523348826123273488700674991075125497555837726839408180827355506927586347,pow
5409,87,45,1898306644365230277162087489060194804678355249134085844533526530426857230579651774396407,pow
5410,101,20,12201900399479668244827490915525641902001,pow
5411,100,43,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5412,66,89,869781694499313595251069712372781285442268307703407609411564185165924319059265184492193718485002799958154376636970109681886164836384140694396480794285311982043136,pow
5413,19,8,16983563041,pow
5414,78,41,376598607899461383778916713115906091025284221032422690264744414429879340105728,pow
5415,9,16,1853020188851841,pow
5416,11,50,11739085287969531650666649599035831993898213898723001,pow
5417,100,64,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5418,13,82,22047273476367223727300270439599719194831122062047273567512330757271131337014984506168788969,pow
5419,23,57,415419284132315712417280030850401847268465234537470378097327641202361494857303,pow
5420,23,76,30996705517935348019814272666230463378871837737203437728366860066624288818191312580054846857455409630561,pow
5421,3,78,16423203268260658146231467800709255289,pow
5422,50,1,50,pow
5423,93,31,10543174757085909877560822002242409886971367890948531883479157,pow
5424,9,1,9,pow
5425,94,14,4205231901698742834534301696,pow
5426,27,6,387420489,pow
5427,44,35,3317750146456487008259612151506704175590385558664274509824,pow
5428,17,9,118587876497,pow
5429,2,57,144115188075855872,pow
5430,59,82,16213058684007911919230150409636405339717494177994381306465276758460935066750986643453713324349969816273694145673090926449863685792417674338990681,pow
5431,57,3,185193,pow
5432,55,90,4291825486891350060807606587949227458256441856362045319877931889691591964193379344532870037449577279255852520290837916194792711621630587615072727203369140625,pow
5433,97,68,1260311589989563443728140043420045876489850840608676204353275993864790349811579042573328376816924499595858482774522282817021416086860161,pow
5434,82,15,50957461585642714263997677568,pow
5435,56,6,30840979456,pow
5436,9,54,3381391913522726342930221472392241170198527451848561,pow
5437,96,47,1468074018939419475750271822088897333284379332569465716312342740136034758220078592899327983616,pow
5438,31,92,160426398077995600338790830736099053854362098637968829880030861754505035553180249308216525834085473316586987132176462790209859285454380161,pow
5439,94,88,431768660962832521370586126154342467616447603214530872539914484466966687684579712207623071769979882404571571478677384624946153437285325654565951385817609785491072437207433216,pow
5440,28,50,2279825290801480196406648025754245250165892545647714123325296883871514624,pow
5441,66,13,450890579914330142416896,pow
5442,79,54,2963895788755869554664641318550084459563474379989963997213210478249857528982900921433555961902742466081,pow
5443,47,92,6807739517051283990370106856968124192474229146184900948675688481754810058334971205734548194436392534997735758198660848138706901604387352879006731328411841,pow
5444,89,44,59314420590258030980772760544661405787251822601630132400001155963107100089893048692641,pow
5445,7,69,20500514515695490612229010908095867391439626248463723805607,pow
5446,20,83,967140655691703339764940800000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5447,53,46,20734329776086406983405035946453820449685550663956745658111389342786752726312329,pow
5448,50,42,227373675443232059478759765625000000000000000000000000000000000000000000,pow
5449,43,74,7527759106010436115555044500680059146816674720321879134720064848309074900514271528869885307402427193466741659308228183449,pow
5450,46,71,11371193488078437858718286237512437353227417845181366210904266698567979924767686777901360900295632834646446982033309696,pow
5451,74,66,2340418391580572291221120338322879636790806226529463388443900617137733264686087181528855995794533168270746171941835480498176,pow
5452,10,17,100000000000000000,pow
5453,59,46,2878674333029509895018992556121995114677641494824154734744152590233413899756043241,pow
5454,35,0,1,pow
5455,94,21,272699866663574113970678989393688730271744,pow
5456,36,71,314396392743435724547789100428915015357890587793686001755213983309508483567119453310196978795277588620678004736,pow
5457,43,45,32068636955638964644302091603013447460711607634633358021240791550942692443,pow
5458,63,39,14937620740134562121883796002565679213423292412373878382516124866427327,pow
5459,9,63,1310020508637620352391208095712502073964245732475093456566329,pow
5460,92,29,890936995405850020916615802384990844247276366492831055872,pow
5461,16,83,8749002899132047697490008908470485461412677723572849745703082425639811996797503692894052708092215296,pow
5462,81,69,484692503355779623124105648282456899771991010299325636103104170778993493912772657112450724999952351524853984666615135529492328107921,pow
5463,46,91,20462688024710019715397548599761965100541631595423012020315165224736121077393302380992841064597159461455943704269749629456305186657303351558058956292096,pow
5464,74,50,2894582862689738313972963226771157278907377759380990031544269475337189778869957519107870949376,pow
5465,52,81,9914500395197810899187446282715137395283917041508771992971141299524908114421593506086394531248476588143439020711305894903923298005682225152,pow
5466,74,60,14252898220235157602234434219558674046004391144544229323725976093648682656842120149603361288974276116682559717376,pow
5467,50,56,138777878078144567552953958511352539062500000000000000000000000000000000000000000000000000000000,pow
5468,43,19,10861771343660416614908294685907,pow
5469,98,70,24312258149766184707062152979026828906088773921114802665612443069596010252832637655615146809925682299260261626431579756565607565291551719424,pow
5470,83,40,57959375186337998161464929843210464026538099255933595673241672975683189751201,pow
5471,96,25,36039671685801831528556966611382362673405677797376,pow
5472,24,61,1559142264693814945555283972083928920433904992553052452671720128006984669497365889024,pow
5473,26,26,6156119580207157310796674288400203776,pow
5474,53,91,8111555306858554565165022934954655473116772611376446198485258646251744860156757940356777597740340178129862626876267878290050659374626729810470159630476554797,pow
5475,5,89,161558713389263217748322010169914619837072677910327911376953125,pow
5476,4,43,77371252455336267181195264,pow
5477,42,36,27351078395457093635779121514268739090397938600214219718656,pow
5478,48,98,577618723992608274188673053154910765122982452504297435483594895850334521082855296095009221945862915337711261464766153113360313985297976255301424676434978971314028544,pow
5479,3,58,4710128697246244834921603689,pow
5480,69,2,4761,pow
5481,58,74,31165315202606487680765431552848271113356169684538587316920673986926623300796959848645389858783177212173068919660262361494825467904,pow
5482,1,92,1,pow
5483,1,70,1,pow
5484,10,51,1000000000000000000000000000000000000000000000000000,pow
5485,20,59,57646075230342348800000000000000000000000000000000000000000000000000000000000,pow
5486,80,76,4313591466744102367146722413923140907781943107606491596976577639874560000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5487,6,67,13681501919202227984531053980511367507737635754868736,pow
5488,95,57,53733545982740429564760253625249501150809750092581627186535640756402961847049137844578581280075013637542724609375,pow
5489,24,1,24,pow
5490,67,83,36661364434769301890653499374776428808920801189964685149987613936392634816318611816404005354843064813534699716729736711623006886304586629133243805719963,pow
5491,81,9,150094635296999121,pow
5492,36,59,66351011093336388265483390047725918911928587773465486323390644426653600903401882873197756416,pow
5493,71,12,16409682740640811134241,pow
5494,29,8,500246412961,pow
5495,31,32,529144398052420314716929933900838757437386767361,pow
5496,73,66,953473809114317491825567650077001872634437361023298637466826632453857212568672543091705781146560074510782468256955048148689,pow
5497,18,60,2071811818771347368758029389259935314935292017955688951108952216561701093376,pow
5498,18,41,2925315479322586708409093799864313376118974623776768,pow
5499,80,79,2208558830972980411979121875928648144784354871094523697652007751615774720000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5500,46,71,11371193488078437858718286237512437353227417845181366210904266698567979924767686777901360900295632834646446982033309696,pow
5501,50,53,1110223024625156540423631668090820312500000000000000000000000000000000000000000000000000000,pow
5502,80,40,13292279957849158729038070602803445760000000000000000000000000000000000000000,pow
5503,1,48,1,pow
5504,22,70,9323686396844933544532614365368349632179536394417544534863335454378073342642038575239448756224,pow
5505,27,15,2954312706550833698643,pow
5506,74,40,587853068162783971124313004275052203588465974602693559363044437899006181376,pow
5507,22,79,11256199583256893817026111343111029954395359814997664986045783467627117506207460709385619439027815771537408,pow
5508,5,92,20194839173657902218540251271239327479634084738790988922119140625,pow
5509,75,48,1006794055870111332737981682035815565483939001121573009189802405671798624098300933837890625,pow
5510,97,77,958128014292384155172700992860564691620048382112657688595565766367069522170444000170070619603616112017308021128529370589155351683830914609623250133619937,pow
5511,47,85,13437482898194084408359108790569717431056936319064040016470306278420649755238589129250716839755182586596297106623509972801915917688676116852207,pow
5512,51,49,468747137675758738744019024172598167884497113646201736712532958586851034977780942451,pow
5513,66,60,14881137601979569321560402989572621828907729208758899422788344355044062656285734360211908692166755534583627776,pow
5514,63,23,242567514087541147634431480398346066867647,pow
5515,20,43,87960930222080000000000000000000000000000000000000000000,pow
5516,84,67,844718812116711662485823931865278699973708888780319353518759765253687665262357597315446087833192364393562115517641928961733689344,pow
5517,82,35,9626863931461188869957422590261501933525149197700964582250478829568,pow
5518,84,96,53803615690237284903599988499188794517618773379011304224739089527371616896491083359373071936509176328801081574808328130094110658294785103041543573409083587624702228749388755018727817216,pow
5519,11,68,65268343537143736977925527144667849979675453569710942641839519790994481,pow
5520,27,3,19683,pow
5521,25,47,504870979341447555463506281780983186990852118469774723052978515625,pow
5522,87,18,81535464022367037427533666993843729,pow
5523,78,29,7425803930678705826362025654596757993811865030054903808,pow
5524,0,87,0,pow
5525,46,68,116824129695882693543172990851405824702344639652146854307802526285937165332124668960110965113582157009189272027136,pow
